1	0	0.0366811	0.227616
2	0	0.0846395	0.227722
3	0	0.0759241	0.229427
4	0	0.053973	0.231702
5	0	0.0545546	0.232609
6	0	0.0540891	0.23639
130	0	0.0574511	0.241067
131	432	0.0529141	0.241086
132	1085	0.0549451	0.241112
133	1710	0.0768463	0.241141
134	2344	0.0545273	0.241168
135	2972	0.0544728	0.241192
136	3591	0.0525789	0.241217
137	4203	0.0535	0.241243
138	4794	0.068	0.241269
139	5386	0.0525526	0.241293
140	5970	0.0534733	0.241318
141	6542	0.054027	0.241331
142	7105	0.0539461	0.241358
143	7648	0.0753117	0.241368
144	8198	0.056028	0.241412
145	8742	0.054	0.241439
146	9273	0.0545273	0.241532
147	9805	0.0539461	0.241558
148	10309	0.0751503	0.241519
149	10823	0.0544728	0.241545
150	11331	0.0534466	0.241569
151	11833	0.0535268	0.241595
152	12329	0.0525	0.241619
153	12809	0.067966	0.241646
154	13291	0.0530796	0.241672
155	13766	0.0534733	0.241699
156	14232	0.055972	0.241729
157	14695	0.0535	0.241754
158	15140	0.0715	0.241782
159	15594	0.0525263	0.241809
160	16040	0.0530531	0.241835
161	16478	0.0553892	0.241861
162	16913	0.0520521	0.241888
163	17334	0.0660661	0.241913
164	17758	0.0534466	0.241939
165	18176	0.055	0.241965
166	18590	0.052	0.241991
167	19000	0.0530265	0.242018
168	19390	0.0755	0.242042
169	19788	0.0544456	0.242069
170	20184	0.0525526	0.242095
171	20573	0.0545	0.242121
172	20960	0.0548902	0.242148
173	21329	0.0741855	0.242174
174	21704	0.0539461	0.2422
175	22075	0.0530265	0.242227
176	22440	0.0545	0.242253
177	22802	0.0530265	0.242281
178	23155	0.0674663	0.242307
179	23512	0.0530265	0.242333
180	23865	0.053973	0.24236
181	24214	0.0530265	0.242386
182	24560	0.0535	0.242412
183	24897	0.0673989	0.242438
184	25239	0.0515516	0.242465
185	25573	0.0545	0.242492
186	25905	0.0524738	0.242518
187	26236	0.0530265	0.242544
188	26552	0.0708937	0.242571
189	26874	0.0530796	0.242598
190	27194	0.0539191	0.242623
191	27510	0.052026	0.24265
192	27824	0.053973	0.242676
193	28120	0.0732564	0.242702
194	28423	0.0545	0.242733
195	28723	0.0555	0.24276
196	29022	0.053	0.242787
197	29319	0.0535	0.242814
198	29598	0.0778055	0.24284
199	29890	0.054027	0.242867
200	30179	0.053	0.242893
201	30456	0.0565283	0.242922
202	30728	0.0673989	0.242948
203	31006	0.0535	0.242972
204	31282	0.054	0.242999
205	31554	0.0525263	0.243025
206	31823	0.0549176	0.24305
207	32089	0.0520521	0.243076
208	32349	0.0558882	0.242966
209	32600	0.0742972	0.24313
210	32860	0.053	0.243156
211	33117	0.0525263	0.243182
212	33369	0.0574139	0.242932
213	33611	0.0758483	0.243237
214	33859	0.0530265	0.243263
215	34106	0.053973	0.243289
216	34351	0.0549451	0.243317
217	34594	0.0534466	0.243342
218	34827	0.0647265	0.243369
219	35061	0.0595	0.243395
220	35295	0.0535	0.243421
221	35529	0.0535804	0.243448
222	35760	0.0535	0.243475
223	35980	0.0749251	0.243501
224	36206	0.0530531	0.243527
225	36428	0.0568862	0.243555
226	36651	0.0525526	0.243576
227	36873	0.0539191	0.243603
228	37086	0.067	0.243629
229	37302	0.0550551	0.243656
230	37518	0.054027	0.243682
231	37732	0.053973	0.243708
232	37943	0.0520781	0.243735
233	38141	0.0793809	0.243761
234	38349	0.0550275	0.243787
235	38557	0.053973	0.243813
236	38754	0.0610916	0.243841
237	38958	0.0544728	0.243868
238	39005	0.0758105	0.243895
239	39206	0.0535	0.243921
240	39403	0.0535268	0.243947
241	39599	0.0535268	0.243973
242	39796	0.053973	0.244
243	39985	0.0665333	0.244026
244	40179	0.053	0.244052
245	40370	0.0535	0.244079
246	40560	0.0544456	0.244105
247	40749	0.0525263	0.244131
248	40924	0.0804598	0.244157
249	41109	0.0530265	0.244184
250	41292	0.053973	0.24421
251	41472	0.0525263	0.244236
252	41651	0.0535	0.244263
253	41824	0.066033	0.244289
254	42001	0.0535	0.244316
255	42177	0.054	0.244341
256	42352	0.0525263	0.244368
257	42525	0.0535268	0.244394
258	42688	0.0794206	0.244423
259	42858	0.0549451	0.244451
260	43027	0.0535268	0.244475
261	43195	0.0554446	0.244502
262	43358	0.0555834	0.244528
263	43515	0.0758862	0.244554
264	43680	0.053973	0.244582
265	43841	0.054027	0.244609
266	44000	0.0530531	0.244635
267	44160	0.0530531	0.244659
268	44312	0.0685	0.244684
269	44471	0.053973	0.244711
270	44628	0.0530531	0.244736
271	44784	0.0539461	0.244762
272	44940	0.0525789	0.244788
273	45085	0.0773067	0.244814
274	45238	0.0535804	0.244841
275	45389	0.0539461	0.244868
276	45539	0.0525263	0.244894
277	45688	0.0525789	0.24492
278	45829	0.0713573	0.244948
279	45977	0.0539461	0.244975
280	46123	0.0535	0.245001
281	46269	0.053	0.245028
282	46413	0.053973	0.245053
283	46546	0.0756892	0.245079
284	46688	0.0544456	0.245105
285	46828	0.0534733	0.245132
286	46966	0.0525526	0.245158
287	47106	0.0539461	0.245183
288	47237	0.0736842	0.245209
289	47375	0.0544184	0.245235
290	47510	0.0545	0.245261
291	47644	0.0530531	0.245288
292	47779	0.0548902	0.245314
293	47907	0.0669665	0.24534
294	48039	0.0525	0.245366
295	48168	0.0564154	0.245392
296	48299	0.0516291	0.245419
297	48429	0.0549725	0.245445
298	48553	0.0655	0.245472
299	48682	0.0535	0.245498
300	48810	0.0530265	0.245525
301	48936	0.0548902	0.245553
302	49066	0.052026	0.245579
303	49183	0.078	0.245609
304	49307	0.053	0.245636
305	49430	0.0534733	0.245662
306	49553	0.0546092	0.245688
307	49670	0.0645646	0.245715
308	49792	0.057	0.245741
309	49913	0.0534466	0.245766
310	50033	0.0525526	0.245792
311	50152	0.0563591	0.245818
312	50270	0.0525	0.245843
313	50389	0.0525263	0.245734
314	50498	0.0745373	0.245899
315	50615	0.0534733	0.245925
316	50731	0.053	0.245951
317	50846	0.0520781	0.2457
318	50953	0.0745	0.246005
319	51067	0.0539461	0.24603
320	51180	0.0530265	0.246056
321	51292	0.0535268	0.246083
322	51401	0.0569715	0.246112
323	51508	0.062031	0.24614
324	51614	0.0609391	0.246164
325	51722	0.0541082	0.246191
326	51829	0.0564154	0.246217
327	51935	0.0530531	0.246243
328	52036	0.0754246	0.246269
329	52142	0.0534733	0.246296
330	52247	0.0549176	0.24632
331	52351	0.0545546	0.246344
332	52455	0.0544456	0.246371
333	52555	0.0674663	0.246397
334	52657	0.0525526	0.246423
335	52761	0.0530265	0.246449
336	52863	0.053	0.246475
337	52965	0.0535268	0.246501
338	53056	0.0802407	0.246528
339	53156	0.0539461	0.246555
340	53255	0.0535	0.246582
341	53355	0.053	0.246608
342	53453	0.0559441	0.246635
343	53544	0.0755378	0.246662
344	53641	0.0564154	0.246688
345	53737	0.054027	0.246714
346	53832	0.054027	0.246742
347	53927	0.0529735	0.246768
348	54019	0.0656642	0.246795
349	54114	0.0563872	0.246822
350	54208	0.052026	0.246848
351	54298	0.0564718	0.246874
352	54391	0.0539461	0.2469
353	54478	0.0750375	0.246926
354	54570	0.0534733	0.246952
355	54659	0.0554723	0.246979
356	54750	0.053	0.247006
357	54841	0.0525	0.247032
358	54924	0.0750375	0.247058
359	55013	0.0535	0.247084
360	55102	0.0535804	0.247109
361	55190	0.054	0.247136
