1	0	0.0366801	0.224467
2	0	0.054027	0.22449
3	0	0.0561122	0.224513
4	0	0.0554169	0.224536
5	0	0.0693959	0.224554
6	0	0.0540541	0.224573
7	0	0.054027	0.224592
8	0	0.0550551	0.224608
9	0	0.0548902	0.224627
10	0	0.0795	0.224601
11	0	0.0544728	0.22462
12	0	0.0520521	0.224638
13	0	0.053973	0.224669
14	0	0.0554169	0.224706
15	0	0.0645969	0.224744
16	0	0.054	0.224781
17	0	0.0534733	0.224819
18	0	0.0535	0.224857
19	0	0.0539191	0.224893
20	0	0.0756134	0.224975
21	0	0.0525263	0.225012
22	0	0.0553616	0.225049
23	0	0.0521042	0.225085
24	0	0.0535268	0.225121
25	0	0.0675	0.225157
26	0	0.0539461	0.225193
27	0	0.0515516	0.22523
28	0	0.0525263	0.225267
29	0	0.0544728	0.225303
30	0	0.0675676	0.225324
31	0	0.0534733	0.22536
32	0	0.0525263	0.225396
33	0	0.053	0.225432
34	0	0.0544184	0.225468
35	0	0.0650976	0.225503
36	0	0.0534466	0.22554
37	0	0.0535	0.225575
38	0	0.0516032	0.22561
39	0	0.0529471	0.225645
40	0	0.0747384	0.225681
41	0	0.0516032	0.225716
42	0	0.0539461	0.225752
43	0	0.0525526	0.225787
44	0	0.0529471	0.225822
45	0	0.076038	0.225914
46	0	0.0510766	0.225948
47	0	0.0535268	0.225983
48	0	0.0539461	0.226017
49	0	0.0548902	0.226052
50	0	0.0741483	0.22608
51	0	0.053973	0.226111
52	0	0.0525263	0.226141
53	0	0.0515774	0.226171
54	0	0.054	0.226202
55	0	0.0689655	0.226232
56	0	0.053	0.226262
57	0	0.0554446	0.226293
58	0	0.0535	0.226323
59	0	0.0535536	0.226352
60	0	0.0665	0.226382
61	0	0.054	0.226411
62	0	0.0534733	0.226439
63	0	0.0525263	0.226468
64	0	0.0539461	0.226497
65	0	0.0665333	0.226505
66	0	0.0529735	0.226533
67	0	0.0549451	0.226534
67	0	0.0515625	0.226543
68	168	0.0559647	0.226558
69	412	0.055	0.226576
70	645	0.0719281	0.226595
71	874	0.0526052	0.226611
72	1097	0.0544456	0.226628
73	1313	0.0545273	0.226642
74	1525	0.0525	0.226658
75	1728	0.0709645	0.226676
76	1928	0.0543912	0.226692
77	2124	0.0520781	0.226705
78	2315	0.0544456	0.226723
79	2500	0.0526052	0.22674
80	2678	0.0685686	0.226755
81	2852	0.0535	0.22677
82	3023	0.053973	0.226787
83	3191	0.0539461	0.226802
84	3355	0.0526052	0.226816
85	3513	0.0693613	0.226831
86	3670	0.0525789	0.226847
87	3823	0.0549451	0.226862
88	3973	0.0525263	0.226878
89	4121	0.0549176	0.226893
90	4261	0.0671679	0.22691
91	4402	0.0559161	0.226926
92	4540	0.0548628	0.226941
93	4675	0.0516032	0.226956
94	4805	0.0609695	0.226972
95	4932	0.0675	0.226991
96	5058	0.0525263	0.227005
97	5182	0.0534733	0.227019
98	5305	0.053973	0.227035
99	5425	0.0525263	0.22705
100	5538	0.08004	0.227062
101	5653	0.0529735	0.227077
102	5765	0.0520521	0.227091
103	5875	0.0544728	0.227107
104	5985	0.0538922	0.227121
105	6090	0.0686029	0.227136
106	6196	0.0534733	0.227151
107	6300	0.053	0.227166
108	6402	0.0530265	0.227181
109	6503	0.0535268	0.227196
110	6599	0.0660991	0.22721
111	6696	0.0530265	0.227224
112	6791	0.0544184	0.227239
113	6884	0.0544456	0.227254
114	6976	0.0525	0.227269
115	7065	0.068	0.227284
116	7153	0.0539461	0.2273
117	7239	0.0550826	0.227316
118	7325	0.0529735	0.22733
119	7410	0.0544456	0.227345
120	7491	0.0746493	0.227359
121	7573	0.0544184	0.227373
122	7654	0.0525789	0.227387
123	7735	0.053	0.227401
124	7815	0.0529471	0.227416
125	7889	0.0754623	0.22743
126	7967	0.051974	0.227444
127	8043	0.053	0.227459
128	8117	0.0534466	0.227472
129	8191	0.052026	0.227487
130	8260	0.0705353	0.227504
131	8332	0.0529735	0.227519
132	8403	0.0544728	0.227536
133	8468	0.0625313	0.227553
134	8535	0.0660991	0.227568
135	8602	0.0535268	0.227583
136	8667	0.0559161	0.227597
137	8732	0.0525526	0.227611
138	8797	0.053973	0.227622
139	8860	0.0529471	0.227634
